"Rk","Player","Nation","Pos","Squad","Comp","Age","Born","MP","Starts","Min","X90s","Goals","Shots","SoT","SoT.","G.Sh","G.SoT","ShoDist","ShoFK","ShoPK","PKatt","PasTotCmp","PasTotAtt","PasTotCmp.","PasTotDist","PasTotPrgDist","PasShoCmp","PasShoAtt","PasShoCmp.","PasMedCmp","PasMedAtt","PasMedCmp.","PasLonCmp","PasLonAtt","PasLonCmp.","Assists","PasAss","Pas3rd","PPA","CrsPA","PasProg","PasAtt","PasLive","PasDead","PasFK","TB","PasPress","Sw","PasCrs","CK","CkIn","CkOut","CkStr","PasGround","PasLow","PasHigh","PaswLeft","PaswRight","PaswHead","TI","PaswOther","PasCmp","PasOff","PasOut","PasInt","PasBlocks","SCA","ScaPassLive","ScaPassDead","ScaDrib","ScaSh","ScaFld","ScaDef","GCA","GcaPassLive","GcaPassDead","GcaDrib","GcaSh","GcaFld","GcaDef","Tkl","TklWon","TklDef3rd","TklMid3rd","TklAtt3rd","TklDri","TklDriAtt","TklDri.","TklDriPast","Press","PresSucc","Press.","PresDef3rd","PresMid3rd","PresAtt3rd","Blocks","BlkSh","BlkShSv","BlkPass","Int","Tkl.Int","Clr","Err","Touches","TouDefPen","TouDef3rd","TouMid3rd","TouAtt3rd","TouAttPen","TouLive","DriSucc","DriAtt","DriSucc.","DriPast","DriMegs","Carries","CarTotDist","CarPrgDist","CarProg","Car3rd","CPA","CarMis","CarDis","RecTarg","Rec","Rec.","RecProg","CrdY","CrdR","X2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","AerWon","AerLost","AerWon.","sofifa_id","player_url","short_name","player_positions","overall","potential","value_eur","wage_eur","age","dob","height_cm","weight_kg","club_team_id","club_name","league_name","league_level","club_position","club_jersey_number","club_loaned_from","club_joined","club_contract_valid_until","nationality_id","nationality_name","nation_team_id","nation_position","nation_jersey_number","preferred_foot","weak_foot","skill_moves","international_reputation","work_rate","body_type","real_face","release_clause_eur","player_tags","player_traits","pace","shooting","passing","dribbling","defending","physic","attacking_crossing","attacking_finishing","attacking_heading_accuracy","attacking_short_passing","attacking_volleys","skill_dribbling","skill_curve","skill_fk_accuracy","skill_long_passing","skill_ball_control","movement_acceleration","movement_sprint_speed","movement_agility","movement_reactions","movement_balance","power_shot_power","power_jumping","power_stamina","power_strength","power_long_shots","mentality_aggression","mentality_interceptions","mentality_positioning","mentality_vision","mentality_penalties","mentality_composure","defending_marking_awareness","defending_standing_tackle","defending_sliding_tackle","goalkeeping_diving","goalkeeping_handling","goalkeeping_kicking","goalkeeping_positioning","goalkeeping_reflexes","goalkeeping_speed","ls","st","rs","lw","lf","cf","rf","rw","lam","cam","ram","lm","lcm","cm","rcm","rm","lwb","ldm","cdm","rdm","rwb","lb","lcb","cb","rcb","rb","gk","player_face_url","club_logo_url","club_flag_url","nation_logo_url","nation_flag_url"
126,"Arthur","BRA","FW","Fiorentina","Serie A",24,1998,14,8,749,8.3,0.24,2.77,0.96,34.8,0.09,0.25,9.3,0,0,0,13.7,17.3,79.2,243.4,30,7.11,8.43,84.3,5.06,6.14,82.4,1.33,1.81,73.3,0.24,0.72,0.96,0.36,0,0.96,17.3,15.4,1.93,0,0,3.98,0.48,0.24,0,0,0,0,12.4,1.93,3.01,1.45,13.9,0.84,0,0.36,13.7,0,0.36,0.24,0.72,1.93,1.33,0,0.36,0.12,0.12,0,0.6,0.36,0,0.12,0.12,0,0,1.08,0.72,0.36,0.36,0.36,0.24,0.72,33.3,0.48,16,4.7,29.3,0.96,5.78,9.28,0.48,0.12,0,0.36,0.36,1.45,0.96,0,28.9,1.33,3.86,16,11.4,4.94,27,1.2,1.93,62.5,1.57,0.12,16.3,85.7,34.9,1.81,0.6,0.24,2.17,1.57,35.2,20.7,58.9,4.22,0.12,0,0,2.17,1.45,0.12,0.24,0.72,0,0,0,1.93,2.17,3.49,38.3,230658,"https://sofifa.com/player/230658/arthur-henrique-ramos-oliveira-melo/220002","Arthur","CM",83,85,4.7e+07,90000,24,1996-08-12,171,73,45,"Juventus","Italian Serie A",1,"SUB",5,NA,2020-09-01,2024,54,"Brazil",NA,NA,NA,"Right",3,4,2,"Medium/Medium","Unique","Yes",81100000,"#Dribbler","Playmaker (AI), Technical Dribbler (AI)",69,67,83,88,72,70,79,59,51,88,69,87,83,60,85,90,71,67,85,84,90,76,69,79,66,74,70,76,74,80,69,88,74,73,71,6,13,13,11,12,NA,"72+2","72+2","72+2","79",78,78,78,"79","81+2","81+2","81+2","80+2","83+2","83+2","83+2","80+2","78+2","79+2","79+2","79+2","78+2","76+2","72+2","72+2","72+2","76+2","19+2","https://cdn.sofifa.net/players/230/658/22_120.png","https://cdn.sofifa.net/teams/45/60.png","https://cdn.sofifa.net/flags/it.png",NA,"https://cdn.sofifa.net/flags/br.png"
132,"Marco Asensio","ESP","FWMF","Real Madrid","La Liga",26,1996,31,19,1731,19.2,0.52,3.33,1.61,48.4,0.16,0.32,18.6,0.05,0,0,38.5,47.1,81.9,658.4,124.6,20.4,22.8,89.3,12.7,14.3,88.4,4.43,7.6,58.2,0,1.56,2.6,1.04,0.16,2.81,47.1,42.9,4.22,0.83,0.05,7.03,2.03,2.24,2.34,1.25,0.21,0.16,36.1,4.84,6.09,40.9,4.43,0.68,0.73,0.26,38.5,0.26,0.36,1.77,1.51,3.39,2.14,0.52,0.16,0.42,0.1,0.05,0.36,0.16,0,0.05,0.1,0,0.05,0.83,0.52,0.42,0.31,0.1,0.36,1.04,35,0.68,9.58,2.29,23.9,1.93,3.96,3.7,0.78,0.05,0,0.73,1.3,2.14,0.26,0.05,56.8,0.73,5.52,24.6,31.5,5.05,52.7,1.04,2.03,51.3,1.25,0.1,42.3,245.7,130.3,6.35,2.55,0.94,0.68,1.3,52.2,43.6,83.6,7.29,0.1,0,0,0.63,1.35,0.1,2.24,0.52,0,0,0,5.31,0.05,0.47,10,220834,"https://sofifa.com/player/220834/marco-asensio-willemsen/220002","Marco Asensio","RW, LW",83,86,4.8e+07,190000,25,1996-01-21,182,76,243,"Real Madrid CF","Spain Primera Division",1,"SUB",11,NA,2015-07-01,2023,45,"Spain",NA,NA,NA,"Left",3,4,3,"High/Medium","Normal (170-185)","Yes",1.02e+08,NA,"Long Shot Taker (AI)",82,80,81,83,43,62,81,77,57,81,79,84,84,76,80,86,83,81,80,78,75,86,58,76,63,83,45,45,80,81,62,82,40,42,39,13,9,6,12,10,NA,"78+3","78+3","78+3","82",81,81,81,"82","82+3","82+3","82+3","81+3","77+3","77+3","77+3","81+3","66+3","63+3","63+3","63+3","66+3","62+3","52+3","52+3","52+3","62+3","18+3","https://cdn.sofifa.net/players/220/834/22_120.png","https://cdn.sofifa.net/teams/243/60.png","https://cdn.sofifa.net/flags/es.png",NA,"https://cdn.sofifa.net/flags/es.png"
156,"César Azpilicueta","ESP","DF","Chelsea","Premier League",32,1989,27,24,2070,23,0.04,0.57,0.17,30.8,0.08,0.25,13.6,0,0,0,62.7,74.5,84.2,1058.1,404.9,30.7,33.9,90.8,27.3,30.8,88.6,4.13,7.65,54,0.09,0.78,4.65,0.87,0.13,5.39,74.5,67.8,6.65,1.17,0,6.87,0.52,1.61,0,0,0,0,54,9.43,11,5.48,58.9,3.43,5.48,0.13,62.7,0.3,0.83,2.43,1.7,1.91,1.78,0,0.09,0.04,0,0,0.35,0.26,0,0.04,0.04,0,0,2.35,1.35,0.96,1.17,0.22,0.91,1.87,48.8,0.96,15.5,4.52,29.2,6.22,6.87,2.39,2.7,0.48,0,2.22,1.61,3.96,3.09,0.04,85.1,5.22,26.3,41.1,21.8,2.26,78.6,0.65,0.87,75,0.65,0.04,53.9,222.2,130.2,6.78,1.65,0.35,0.65,0.35,63.7,60.3,94.8,2.35,0.13,0,0,1.26,0.35,0.09,1.61,1.35,0,0.04,0,7.35,2.26,1.48,60.5,184432,"https://sofifa.com/player/184432/cesar-azpilicueta-tanco/220002","Azpilicueta","CB, RWB",83,83,2.5e+07,125000,31,1989-08-28,178,77,5,"Chelsea","English Premier League",1,"RWB",28,NA,2012-08-24,2022,45,"Spain",1362,"SUB",2,"Right",3,2,3,"Medium/Medium","Normal (170-185)","Yes",46300000,NA,"Long Throw-in, Solid Player, Early Crosser, Long Passer (AI), Team Player",66,55,76,72,84,76,80,46,77,79,51,68,68,58,80,77,69,63,67,86,73,68,83,77,70,60,87,84,62,72,66,78,85,85,84,13,9,10,6,5,NA,"66+3","66+3","66+3","70",69,69,69,"70","71+3","71+3","71+3","72+3","76+3","76+3","76+3","72+3","80+3","81+2","81+2","81+2","80+3","80+3","82+1","82+1","82+1","80+3","17+3","https://cdn.sofifa.net/players/184/432/22_120.png","https://cdn.sofifa.net/teams/5/60.png","https://cdn.sofifa.net/flags/gb-eng.png","https://cdn.sofifa.net/teams/1362/60.png","https://cdn.sofifa.net/flags/es.png"
170,"Eric Bailly","CIV","DF","Manchester Utd","Premier League",28,1994,4,3,217,2.4,0,0,0,0,0,0,0,0,0,0,26.7,33.3,80,568.8,191.3,10,10.8,92.3,10.8,12.5,86.7,5.83,9.17,63.6,0,0,0.83,0,0,1.25,33.3,31.7,1.67,1.67,0,4.17,0.83,0,0,0,0,0,23.3,2.5,7.5,6.67,21.7,2.92,0,0.42,26.7,0,0.42,0.83,0.83,0.42,0.42,0,0,0,0,0,0,0,0,0,0,0,0,3.33,1.25,2.5,0.83,0,0.42,0.83,50,0.42,8.75,3.75,42.9,5.83,2.5,0.42,2.08,0.83,0,1.25,3.33,6.67,4.17,0,47.1,10.8,30.4,17.1,1.25,0,45.4,0,0.83,0,0,0,25.8,130.4,59.2,2.08,0,0,0.42,1.25,22.5,22.1,98.1,0,0.42,0,0,0.83,0,0,0,1.25,0,0,0.42,9.58,2.08,0.83,71.4,225508,"https://sofifa.com/player/225508/eric-bailly/220002","E. Bailly","CB",79,80,17500000,1e+05,27,1994-04-12,186,77,11,"Manchester United","English Premier League",1,"SUB",3,NA,2016-07-01,2022,108,"Côte d'Ivoire",NA,NA,NA,"Right",3,3,2,"Medium/High","Normal (185+)","Yes",33700000,NA,"Injury Prone, Dives Into Tackles (AI)",73,42,58,67,79,77,51,33,78,68,42,67,46,43,60,65,65,79,69,78,61,55,84,53,85,48,85,79,47,55,46,78,76,80,81,14,14,10,9,8,NA,"59+2","59+2","59+2","60",60,60,60,"60","61+2","61+2","61+2","61+2","63+2","63+2","63+2","61+2","70+2","72+2","72+2","72+2","70+2","72+2","79+1","79+1","79+1","72+2","19+2","https://cdn.sofifa.net/players/225/508/22_120.png","https://cdn.sofifa.net/teams/11/60.png","https://cdn.sofifa.net/flags/gb-eng.png",NA,"https://cdn.sofifa.net/flags/ci.png"
181,"Alejandro Balde","ESP","DFFW","Barcelona","La Liga",18,2003,5,2,188,2.1,0,0.48,0,0,0,0,21.6,0,0,0,66.7,72.4,92.1,1026.7,207.1,34.8,34.8,100,27.6,30.5,90.6,2.38,4.29,55.6,0,0.48,1.43,1.9,0.48,4.76,72.4,69.5,2.86,0.95,0,4.76,0,1.43,0,0,0,0,65.2,3.81,3.33,64.8,4.76,0.48,1.9,0,66.7,0,0,0.48,0.95,1.43,0.95,0,0,0,0.48,0,0,0,0,0,0,0,0,1.9,0.95,0.95,0.48,0.48,0,0,0,0,18.1,4.29,23.7,8.1,5.71,4.29,2.38,0.95,0,1.43,0.95,2.86,0,0,86.7,0.95,13.3,51,29,2.38,83.8,0.95,2.86,33.3,1.43,0,72.4,325.7,158.1,8.57,3.81,0.95,2.86,1.43,77.1,70.5,91.4,3.81,0,0,0,2.38,1.9,0,1.43,0.95,0,0,0,7.14,0.48,0.95,33.3,263578,"https://sofifa.com/player/263578/alejandro-balde-martinez/220002","Álex Balde","LB, LM",66,82,2e+06,1000,17,2003-10-18,175,69,241,"FC Barcelona","Spain Primera Division",1,"RES",31,NA,2021-01-01,2024,45,"Spain",NA,NA,NA,"Left",3,3,1,"High/Medium","Lean (170-185)","No",5400000,NA,NA,76,35,53,66,62,48,67,40,58,60,32,68,31,25,42,69,74,78,59,62,59,44,34,62,46,14,38,64,40,45,41,47,65,61,60,5,8,7,10,13,NA,"52+2","52+2","52+2","59",56,56,56,"59","55+2","55+2","55+2","61+2","55+2","55+2","55+2","61+2","65+2","58+2","58+2","58+2","65+2","64+2","58+2","58+2","58+2","64+2","15+2","https://cdn.sofifa.net/players/263/578/22_120.png","https://cdn.sofifa.net/teams/241/60.png","https://cdn.sofifa.net/flags/es.png",NA,"https://cdn.sofifa.net/flags/es.png"
184,"Gareth Bale","WAL","FW","Real Madrid","La Liga",32,1989,5,4,280,3.1,0.32,4.84,1.94,40,0.07,0.17,20,0.65,0,0,15.5,20.6,75,252.9,65.5,7.74,9.68,80,6.45,7.74,83.3,0.97,2.26,42.9,0,0.32,1.29,0.97,0,2.9,20.6,20.6,0,0,0,5.16,0.32,0.65,0,0,0,0,12.9,3.55,4.19,16.8,1.61,0.65,0,0.32,15.5,0.97,0.32,1.29,0.32,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0,0,0.32,0,1.29,0,1.29,11.6,4.84,41.7,1.61,6.77,3.23,0.65,0,0,0.65,1.61,1.94,0.32,0,32.3,0,3.87,11,18.4,4.52,31.6,0.32,1.29,25,0.32,0,19.4,89.4,49,4.19,0.32,0.97,1.29,1.94,40,25.2,62.9,4.52,0.65,0,0,0.97,0.32,0.32,0.65,0.32,0,0,0,3.23,2.26,1.61,58.3,173731,"https://sofifa.com/player/173731/gareth-bale/220002","G. Bale","RM, RW",82,82,2.5e+07,170000,31,1989-07-16,185,82,243,"Real Madrid CF","Spain Primera Division",1,"RW",18,NA,2013-09-01,2022,50,"Wales",1367,"RM",11,"Left",3,4,4,"Medium/Medium","Unique","Yes",51300000,"#Distance Shooter, #Crosser, #FK Specialist","Long Throw-in, Injury Prone, Long Shot Taker (AI), Speed Dribbler (AI), Outside Foot Shot, Chip Shot (AI)",82,84,82,80,55,70,86,82,84,80,85,80,91,87,79,83,80,83,78,78,64,90,84,61,76,87,64,53,82,79,76,85,50,53,50,15,15,11,5,6,NA,"82","82","82","82",82,82,82,"82","81+1","81+1","81+1","80+2","77+3","77+3","77+3","80+2","68+3","67+3","67+3","67+3","68+3","67+3","64+3","64+3","64+3","67+3","18+3","https://cdn.sofifa.net/players/173/731/22_120.png","https://cdn.sofifa.net/teams/243/60.png","https://cdn.sofifa.net/flags/es.png","https://cdn.sofifa.net/teams/1367/60.png","https://cdn.sofifa.net/flags/gb-wls.png"
206,"Nicolò Barella","ITA","MF","Inter","Serie A",25,1997,36,36,2913,32.4,0.09,2.1,0.37,17.6,0.04,0.25,19.7,0,0,0,47.7,57,83.5,823.6,261.7,24.4,26.9,90.7,17.1,19.7,86.9,5.06,7.69,65.9,0.34,1.85,4.57,2.47,0.56,5.86,57,56,0.99,0.52,0.19,8.52,1.27,2.07,0.06,0.03,0,0,42.7,7.01,7.38,6.64,48.3,0.77,0.37,0.31,47.7,0.25,0.56,1.82,1.3,4.04,3.24,0.03,0.31,0.19,0.19,0.09,0.62,0.52,0,0.03,0.03,0.03,0,2.04,1.02,0.4,1.2,0.43,0.65,1.48,43.8,0.83,13,3.77,29,3.46,6.45,3.09,0.96,0.09,0,0.86,1.05,3.09,0.4,0.03,68.6,1.33,12.8,37,25.2,3.36,67.7,1.23,2.07,59.7,1.36,0.03,52,324.3,165.2,6.51,2.69,0.71,1.36,1.51,57.9,52.7,91,4.72,0.28,0,0,1.05,1.82,0.12,2.07,1.02,0.03,0,0,9.51,0.68,1.02,40,224232,"https://sofifa.com/player/224232/nicolo-barella/220002","N. Barella","CM",84,89,63500000,120000,24,1997-02-07,172,68,44,"Inter","Italian Serie A",1,"RCM",23,NA,2020-09-01,2024,27,"Italy",1343,"RCM",18,"Right",3,3,3,"High/High","Normal (170-)","Yes",112700000,"#Engine, #Acrobat","Solid Player, Technical Dribbler (AI)",78,71,79,86,75,78,69,69,53,86,75,83,75,67,79,87,80,76,91,89,90,69,78,95,69,72,79,84,83,83,73,85,74,75,79,11,5,13,14,11,NA,"75+3","75+3","75+3","81",81,81,81,"81","83+3","83+3","83+3","82+3","84+3","84+3","84+3","82+3","81+3","82+3","82+3","82+3","81+3","80+3","76+3","76+3","76+3","80+3","19+3","https://cdn.sofifa.net/players/224/232/22_120.png","https://cdn.sofifa.net/teams/44/60.png","https://cdn.sofifa.net/flags/it.png","https://cdn.sofifa.net/teams/1343/60.png","https://cdn.sofifa.net/flags/it.png"
208,"Ross Barkley","ENG","MF","Chelsea","Premier League",28,1993,6,1,179,2,0.5,4.5,2,44.4,0.11,0.25,20.9,0,0,0,52.5,63.5,82.7,857,190.5,29.5,32,92.2,15,19,78.9,6,7.5,80,0,4,3,3.5,0,5.5,63.5,60,3.5,0,1.5,16,2,0.5,3.5,0,2.5,0.5,49.5,5.5,8.5,7.5,51.5,1.5,0,0,52.5,0,0.5,2.5,2,9,6,1.5,1,0,0.5,0,1.5,1.5,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0.5,0,0.5,9,1.5,16.7,0.5,5,3.5,0.5,0,0,0.5,1,1.5,0,0,76,0,5,31.5,48.5,5,72.5,2.5,3,83.3,3,0,56.5,440,269.5,10.5,6.5,0.5,0.5,3,68.5,63.5,92.7,11.5,0,0,0,1,3.5,0,0.5,0.5,0,0,0,6,3,1,75,199189,"https://sofifa.com/player/199189/ross-barkley/220002","R. Barkley","CAM, CM",78,79,1.6e+07,95000,27,1993-12-05,189,76,5,"Chelsea","English Premier League",1,"RES",18,NA,2018-01-05,2023,14,"England",NA,NA,NA,"Right",5,4,2,"Low/Low","Normal (185+)","Yes",30800000,NA,"Injury Prone, Long Shot Taker (AI)",69,73,77,78,57,72,67,68,65,82,62,81,69,73,80,82,68,69,65,76,61,81,64,65,76,80,74,54,75,78,65,80,54,60,51,9,14,12,6,10,NA,"74+2","74+2","74+2","75",77,77,77,"75","78+1","78+1","78+1","76+2","76+2","76+2","76+2","76+2","66+2","69+2","69+2","69+2","66+2","64+2","64+2","64+2","64+2","64+2","17+2","https://cdn.sofifa.net/players/199/189/22_120.png","https://cdn.sofifa.net/teams/5/60.png","https://cdn.sofifa.net/flags/gb-eng.png",NA,"https://cdn.sofifa.net/flags/gb-eng.png"
225,"Alessandro Bastoni","ITA","DF","Inter","Serie A",23,1999,31,29,2311,25.7,0.04,0.35,0.08,22.2,0.11,0.5,19,0,0,0,62.3,70,89,1253.6,376.6,23,24.8,92.6,28.5,30.7,92.9,9.69,12.4,78.3,0.08,0.43,4.32,0.66,0.16,4.05,70,65.5,4.44,2.14,0.08,7.28,2.57,0.82,0.08,0,0,0,53.6,6.26,10.1,57.4,7.82,1.87,1.13,0.19,62.3,0.23,0.7,1.13,1.21,1.25,1.09,0,0.08,0,0.04,0.04,0.16,0.16,0,0,0,0,0,1.95,1.36,1.09,0.82,0.04,0.58,1.01,57.7,0.43,11.4,4.51,39.6,4.86,4.98,1.56,1.56,0.66,0,0.89,1.48,3.42,2.76,0.08,79.2,10.9,36,38.6,9.77,0.86,75.3,0.39,0.62,62.5,0.43,0.12,53.7,253.3,150.2,4.2,1.21,0.16,0.51,0.51,58.2,56.7,97.4,1.17,0.16,0,0,1.4,1.32,0,0.82,1.36,0,0.04,0,9.3,2.41,1.4,63.3,237383,"https://sofifa.com/player/237383/alessandro-bastoni/220002","A. Bastoni","CB",80,89,44500000,77000,22,1999-04-13,190,75,44,"Inter","Italian Serie A",1,"LCB",95,NA,2017-08-31,2024,27,"Italy",1343,"SUB",23,"Left",3,2,1,"Medium/High","Lean (185+)","No",84600000,NA,"Team Player",65,33,65,69,82,80,67,26,81,72,35,68,43,36,73,72,62,68,58,78,57,49,71,81,81,25,80,83,39,57,47,77,80,84,80,11,5,9,11,12,NA,"56+2","56+2","56+2","60",58,58,58,"60","60+2","60+2","60+2","64+2","67+2","67+2","67+2","64+2","76+2","77+2","77+2","77+2","76+2","77+2","80+2","80+2","80+2","77+2","17+2","https://cdn.sofifa.net/players/237/383/22_120.png","https://cdn.sofifa.net/teams/44/60.png","https://cdn.sofifa.net/flags/it.png","https://cdn.sofifa.net/teams/1343/60.png","https://cdn.sofifa.net/flags/it.png"
244,"Donny van de Beek","NED","MF","Manchester Utd","Premier League",25,1997,8,0,75,0.8,1.25,2.5,1.25,50,0.5,1,9.3,0,0,0,31.3,40,78.1,481.3,230,17.5,22.5,77.8,10,12.5,80,2.5,2.5,100,0,3.75,2.5,2.5,0,3.75,40,40,0,0,1.25,10,0,0,0,0,0,0,33.8,3.75,2.5,5,32.5,0,0,0,31.3,1.25,0,2.5,1.25,6.25,5,0,1.25,0,0,0,0,0,0,0,0,0,0,6.25,3.75,3.75,2.5,0,1.25,1.25,100,0,20,7.5,37.5,6.25,7.5,6.25,2.5,1.25,0,1.25,2.5,8.75,2.5,0,66.3,2.5,23.8,26.3,18.8,5,66.3,3.75,5,75,3.75,0,38.8,73.8,28.8,2.5,0,1.25,1.25,5,51.3,37.5,73.2,6.25,0,0,0,5,2.5,0,0,3.75,0,0,0,13.8,3.75,3.75,50,221363,"https://sofifa.com/player/221363/donny-van-de-beek/220002","D. van de Beek","CM, CAM, CDM",81,86,38500000,110000,24,1997-04-18,184,74,11,"Manchester United","English Premier League",1,"SUB",34,NA,2020-09-02,2025,34,"Netherlands",NA,NA,NA,"Right",3,3,3,"High/Medium","Unique","Yes",74100000,NA,"Flair, Outside Foot Shot",68,78,76,79,72,77,67,78,69,81,80,76,78,65,78,85,67,69,75,81,69,83,71,84,74,78,76,73,80,79,61,84,72,73,68,7,12,8,10,14,NA,"78+3","78+3","78+3","77",79,79,79,"77","79+3","79+3","79+3","77+3","80+3","80+3","80+3","77+3","75+3","77+3","77+3","77+3","75+3","74+3","73+3","73+3","73+3","74+3","18+3","https://cdn.sofifa.net/players/221/363/22_120.png","https://cdn.sofifa.net/teams/11/60.png","https://cdn.sofifa.net/flags/gb-eng.png",NA,"https://cdn.sofifa.net/flags/nl.png"
245,"Donny van de Beek","NED","MF","Everton","Premier League",25,1997,7,5,483,5.4,0.19,0.93,0.19,20,0.2,1,19.4,0,0,0,37.4,44.6,83.8,580,166.1,19.3,21.9,88.1,14.8,16.3,90.9,1.85,4.26,43.5,0,0.37,2.78,0.56,0,2.59,44.6,43.5,1.11,0.19,0,7.04,0.37,1.11,0.19,0.19,0,0,35.7,3.15,5.74,6.11,35.4,2.04,0.19,0,37.4,0.19,0.74,1.48,0.74,0.93,0.93,0,0,0,0,0,0,0,0,0,0,0,0,2.78,1.67,1.48,1.11,0.19,1.11,2.78,40,1.67,18.5,4.81,26,5,9.63,3.89,1.3,0.56,0,0.74,1.67,4.44,0.93,0,55.2,1.67,10.6,30.7,16.1,1.48,54.3,0.74,1.67,44.4,0.93,0.19,31.5,118.9,52.6,2.22,0.37,0,0.19,1.3,36.7,33.9,92.4,1.11,0.19,0,0,2.04,0.19,0,1.11,1.67,0,0,0,11.7,1.11,0.56,66.7,221363,"https://sofifa.com/player/221363/donny-van-de-beek/220002","D. van de Beek","CM, CAM, CDM",81,86,38500000,110000,24,1997-04-18,184,74,11,"Manchester United","English Premier League",1,"SUB",34,NA,2020-09-02,2025,34,"Netherlands",NA,NA,NA,"Right",3,3,3,"High/Medium","Unique","Yes",74100000,NA,"Flair, Outside Foot Shot",68,78,76,79,72,77,67,78,69,81,80,76,78,65,78,85,67,69,75,81,69,83,71,84,74,78,76,73,80,79,61,84,72,73,68,7,12,8,10,14,NA,"78+3","78+3","78+3","77",79,79,79,"77","79+3","79+3","79+3","77+3","80+3","80+3","80+3","77+3","75+3","77+3","77+3","77+3","75+3","74+3","73+3","73+3","73+3","74+3","18+3","https://cdn.sofifa.net/players/221/363/22_120.png","https://cdn.sofifa.net/teams/11/60.png","https://cdn.sofifa.net/flags/gb-eng.png",NA,"https://cdn.sofifa.net/flags/nl.png"
282,"Rodrigo Bentancur","URU","MF","Tottenham","Premier League",24,1997,17,16,1361,15.1,0,0.93,0.13,14.3,0,0,18.6,0,0,0,59.9,67.2,89.2,1146.8,228.4,23.8,25.5,93.2,26.6,28.7,92.4,8.41,10.3,81.9,0.26,0.99,5.36,0.46,0.13,4.5,67.2,65.9,1.32,1.13,0.13,8.87,1.52,0.66,0,0,0,0,57.3,3.97,5.96,12.6,51.7,1.59,0.2,0.07,59.9,0,0.4,1.32,1.39,2.32,2.19,0,0,0.13,0,0,0.46,0.4,0,0,0.07,0,0,2.45,0.99,0.99,0.93,0.53,0.79,2.19,36.4,1.39,21.7,5.23,24.2,7.48,11.6,2.58,2.12,0.66,0,1.46,1.19,3.64,1.85,0,78.2,4.5,19.7,49.7,14.1,1.13,77.1,0.86,1.19,72.2,0.86,0,56.8,272.4,138.3,5.23,1.32,0.13,0.46,0.99,61.5,58.7,95.6,1.52,0.33,0,0,1.92,1.26,0,0.66,0.99,0,0,0,8.81,1.66,0.99,62.5,227535,"https://sofifa.com/player/227535/rodrigo-bentancur/220002","R. Bentancur","CM",78,83,2.1e+07,61000,24,1997-06-25,187,78,45,"Juventus","Italian Serie A",1,"RES",30,NA,2017-07-01,2024,60,"Uruguay",NA,NA,NA,"Right",4,4,2,"Medium/Medium","Lean (185+)","No",36200000,NA,NA,73,62,79,80,75,76,77,55,62,83,71,83,73,68,79,82,69,77,70,78,68,69,73,86,70,65,78,78,64,76,64,80,78,77,71,8,7,14,14,12,NA,"69+2","69+2","69+2","75",73,73,73,"75","76+2","76+2","76+2","77+2","78+2","78+2","78+2","77+2","78+2","79+2","79+2","79+2","78+2","77+2","75+2","75+2","75+2","77+2","18+2","https://cdn.sofifa.net/players/227/535/22_120.png","https://cdn.sofifa.net/teams/45/60.png","https://cdn.sofifa.net/flags/it.png",NA,"https://cdn.sofifa.net/flags/uy.png"
283,"Rodrigo Bentancur","URU","MF","Juventus","Serie A",24,1997,19,13,1155,12.8,0,0.63,0.08,12.5,0,0,20.5,0,0,0,51.6,59.1,87.3,966.2,223.3,20,21.9,91.4,24.7,27,91.3,5.94,7.81,76,0.08,0.63,6.17,0.39,0,4.38,59.1,58.2,0.86,0.86,0.08,8.36,1.17,0.31,0,0,0,0,48.9,3.98,6.17,10.4,45.1,2.19,0,0.08,51.6,0,0.47,1.8,1.33,2.73,2.27,0,0,0.23,0,0.23,0.23,0.16,0,0,0.08,0,0,2.73,2.11,0.94,1.48,0.31,0.63,2.03,30.8,1.41,22.3,7.42,33.3,6.88,11.4,3.98,1.64,0.39,0,1.25,2.89,5.63,1.41,0,69.7,2.5,13.8,46.5,13.8,1.17,68.9,0.31,0.55,57.1,0.31,0.08,50.5,229.1,104.5,4.06,1.56,0.23,0.94,1.64,52.7,49.8,94.4,2.5,0.08,0,0,2.03,0.94,0,0.31,2.11,0,0,0,9.53,1.8,1.25,59,227535,"https://sofifa.com/player/227535/rodrigo-bentancur/220002","R. Bentancur","CM",78,83,2.1e+07,61000,24,1997-06-25,187,78,45,"Juventus","Italian Serie A",1,"RES",30,NA,2017-07-01,2024,60,"Uruguay",NA,NA,NA,"Right",4,4,2,"Medium/Medium","Lean (185+)","No",36200000,NA,NA,73,62,79,80,75,76,77,55,62,83,71,83,73,68,79,82,69,77,70,78,68,69,73,86,70,65,78,78,64,76,64,80,78,77,71,8,7,14,14,12,NA,"69+2","69+2","69+2","75",73,73,73,"75","76+2","76+2","76+2","77+2","78+2","78+2","78+2","77+2","78+2","79+2","79+2","79+2","78+2","77+2","75+2","75+2","75+2","77+2","18+2","https://cdn.sofifa.net/players/227/535/22_120.png","https://cdn.sofifa.net/teams/45/60.png","https://cdn.sofifa.net/flags/it.png",NA,"https://cdn.sofifa.net/flags/uy.png"
